orders.delivery.details.creating_delivery,-,Оформляем доставку...,Оформлюємо доставку...,-,ข้อความถูกส่งสำเร็จแล้ว
orders.delivery.details.all_couriers_busy,-,"К сожалению, все курьеры на %{date} заняты.","На жаль, усі кур'єри на %{date} зайняті",-,-
orders.delivery.details.warehouse_delivery_is_not_available,-,"К сожалению, доставка на %{date} невозможна.","На жаль, доставка на %{date} неможлива.",-,-
orders.delivery.details.courier_will_delivery_your_tickets,-,Курьер доставит ваши билеты %{date},Кур'єр доставить ваші квитки %{date},-,-
orders.delivery.details.delivery_to_warehouse,-,"Билет будет доставлен в отделение ""Нова Пошта"" %{date}","Квиток доставлять у відділення ""Нова Пошта"" %{date}",-,-
orders.delivery.details.delivery_notification,-,"После доставки билета в отделение, вы получите SMS-сообщение с уведомлением об этом.","Після доставки квитка у відділення, вам надійде SMS-повідомлення з інформацією про це.",-,-
orders.delivery.details.how_to_get_ticket,-,Получить билет вы сможете после оплаты в выбранном отделении.,Отримати квиток ви зможете після оплати у вибраному відділенні.,-,-
orders.delivery.details.pay_with_cash,-,Оплата билетов совершается наличными.,Оплата квитків готівкою.,-,-
orders.delivery.details.delivery_price,-,Стоимость доставки,Вартість доставки,-,-
orders.delivery.details.address,-,Адрес,Адреса,-,-
orders.delivery.details.recipient,-,Получатель,Отримувач,-,-
orders.delivery.details.phone,-,Телефон,Телефон,-,-
orders.delivery.details.delivery_cancelation,-,"Если вы решили отменить бронирование, пожалуйста, напишите нам об этом по адресу","Якщо ви вирішили відмінити бронювання, будь ласка, напишіть нам про це за адресою",-,-
orders.delivery.details.total,-,Всего к оплате (включая доставку),До сплати (із врахуванням доставки),-,-
orders.delivery.details.city,-,г. %{city},м. %{city},-,-
orders.delivery.details.address_full,-,"%{city}, %{street}, д. %{building}, кв. %{flat}","%{city}, %{street}, д. %{building}, кв. %{flat}",-,-
orders.delivery.details.address_short,-,"%{city}, %{street}, д. %{building}","%{city}, %{street}, д. %{building}",-,-
orders.payment_options.omise.pay,Pay,,,,ชำระเงิน
orders.payment_options.omise.your_credit_card,Credit card details,,,,รายละเอียดบัตรเครดิต
orders.payment_options.omise.number,Number,,,,หมายเลข
orders.payment_options.omise.valid_thru,Valid thru,,,,ใช้ได้ถึง
orders.payment_options.omise.cvc,CVC,,,,CVC
orders.payment_options.omise.holder,Cardholder full name,,,,ชื่อผู้ถือบัตร
orders.payment_options.omise.cardholder,Full Name,,,,ชื่อ-สกุล
orders.payment_options.omise.help_html,"Your payment will be securely processed by Omise, our credit card payment gateway. All transactions are secured with 128-bit encryption, to ensure maximum protection.",,,,การชำระเงินด้วยบัตรเครดิตจะถูกดำเนินการผ่านระบบ Omise ซึ่งเป็น<br/>ผู้ให้บริการการชำระเงินในรูปแบบบัตรเครดิต ซึ่งถูกป้องกันการเข้าถึง<br/>อย่างสูงสุดด้วยการเข้ารหัสแบบ 128 บิต
orders.payment_options.emoney.qiwi.pay_with_qiwi,-,Оплатить,,,-
orders.payment_options.emoney.qiwi.pay_with_wallet,-,Оплатить онлайн QIWI кошельком,,,-
orders.payment_options.emoney.qiwi.pay_with_terminal,-,Оплатить наличными в терминале,,,-
orders.payment_options.emoney.qiwi.terminal_map,-,Карта терминалов QIWI,,,-
orders.payment_options.emoney.qiwi.bill_was_successfully_created,-,,,,-
orders.payment_options.paypal.pay_with_paypal,Pay with PayPal,Оплатить с помощью PayPal,,,จ่ายด้วย PayPal
orders.payment_options.paypal.before_pay,After clicking the button you will be redirected to a secure payment page.,После нажатия на кнопку вы будете перенаправлены на защищённую страницу оплаты.,,,หลังจากคลิกที่ปุ่มแล้ว เราจะนำคุณไปยังหน้าชำระเงิน
orders.payment_options.paypal.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail,После успешной оплаты вы можете скачать билет на сайте или получить его по вашему адресу электронной почты.,,,หลังจากชำระเงินสำเร็จแล้ว คุณสามารถดาวน์โหลดตั๋วบนเว็บไซต์ หรือรับตั๋วได้จากอีเมลของคุณ
orders.payment_options.cash.paysbuy.pay,Create invoice,Оплатить,,,ทำรายการใบแจ้งหนี้
orders.payment_options.cash.paysbuy.invoice_created,Invoice successfully created.,Счет успешно выставлен. Теперь вы можете оплатить его.,,,ทำรายการใบแจ้งหนี้สำเร็จ กรุณาชำระเงินก่อน 23.30 นาฬิกา(เวลาท้องถิ่นกรุงเทพ)
orders.payment_options.cash.paysbuy.validation_failed,You should fill you email and name to create Invoice for cash payment.,"Необходимо указать ваш E-mail и имя, чтобы мы могли выставить счет.",,,กรุณากรอกอีเมลล์และชื่อเพื่อทำรายการใบแจ้งหนี้
orders.payment_options.cash.paysbuy.invoice_sent_to_email,The invoice was successfully sent to your email,,,,ใบแจ้งหนี้ถูกส่งไปยังอีเมลล์สำเร็จแล้ว
orders.payment_options.cash.paysbuy.after_pay,Press the button to create invoice. After completing payment you can download your ticket on the website or receive it in your e-mail.,,,,กดปุ่มเพื่อทำรายการใบแจ้งหนี้ หลังจากชำระเงินแล้ว คุณสามารถดาวน์โหลดตั๋วของคุณบนเว็บไซต์หรือรับตั๋วทางอีเมลล์
orders.payment_options.warehouse_delivery.address,-,Адрес,Адреса,-,-
orders.payment_options.warehouse_delivery.customer,-,Получатель,Одержувач,-,-
orders.payment_options.warehouse_delivery.delivery,-,Доставка,Доставка,-,-
orders.payment_options.warehouse_delivery.chose_name,-,Выберите название,Виберіть назву,-,-
orders.payment_options.warehouse_delivery.chose_street,-,Выберите улицу,Виберіть вулицю,-,-
orders.payment_options.warehouse_delivery.chose_warehouse,-,Выберите отделение,Виберіть відділення,-,-
orders.payment_options.warehouse_delivery.chose_date,-,Выберите дату,Виберіть дату,-,-
orders.payment_options.warehouse_delivery.chose_time,-,Выберите время,Виберіть час,-,-
orders.payment_options.warehouse_delivery.delivery_not_available,-,"Сожалеем, доставка в выбранный город для этого заказа не доступна","Шкодуємо, доставка в обраний місто для цього замовлення не доступна",-,-
orders.payment_options.courier_delivery.address,-,Адрес,Адреса,-,-
orders.payment_options.courier_delivery.customer,-,Получатель,Одержувач,-,-
orders.payment_options.courier_delivery.delivery,-,Доставка,Доставка,-,-
orders.payment_options.courier_delivery.chose_name,-,Выберите название,Виберіть назву,-,-
orders.payment_options.courier_delivery.chose_street,-,Выберите улицу,Виберіть вулицю,-,-
orders.payment_options.courier_delivery.chose_warehouse,-,Выберите отделение,Виберіть відділення,-,-
orders.payment_options.courier_delivery.chose_date,-,Выберите дату,Виберіть дату,-,-
orders.payment_options.courier_delivery.chose_time,-,Выберите время,Виберіть час,-,-
orders.payment_options.courier_delivery.delivery_not_available,-,"Сожалеем, доставка в выбранный город для этого заказа не доступна","Шкодуємо, доставка в обраний місто для цього замовлення не доступна",-,-
orders.payment_options.sales_points.u_can,You can pay for your tickets at one of,Вы можете оплатить билеты в одной из,Ви можете сплатити квитки в одній з,Możesz dokonać płatności za bilety w jednej z,คุณสามารถชำระเงินค่าตั๋วได้ที่
orders.payment_options.sales_points.sales_points,available cash channel partners,касс наших партнеров,кас наших партнерів,kas naszych partnerów,ช่องทางจำหน่ายตั๋วของหุ้นส่วนธุรกิจของเรา
orders.payment_options.sales_points.agents_fee,-,Внимание! Партнеры могут взимать дополнительный агентский сбор.,Увага! Партнери можуть стягувати додатковий агентський збір.,-,-
orders.payment_options.sales_points.u_need,Your payment code:,Вам понадобится код для оплаты:,Вам знадобиться код для сплати:,Kod do dokonania płatności:,กรอกรหัสสำหรับการชำระเงิน
orders.payment_options.sales_points.need_help,"If you have any questions, please contact our customer support:","Если у вас есть вопросы, пожалуйста, позвоните в нашу службу поддержки:","Якщо у вас є питання, будь ласка, зателефонуйте в нашу службу підтримки:",W razie jakichkolwiek pytań prosimy o kontakt z naszą służbą wsparcia,หากคุณมีข้อสงสัยใด ๆ โปรดโทรติดต่อได้ที่ทีมงานบริการลูกค้าของเรา:
orders.payment_options.linepay.pay_with_linepay,Pay with LinePay,,,,
orders.payment_options.linepay.before_pay,After tapping the button you will be redirected to LinePay application.,,,,
orders.payment_options.linepay.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail,,,,
orders.payment_options.paymaster.pay,Pay,Оплатить,Сплатити,Zapłać,
orders.payment_options.paymaster.before_pay,After clicking the button you will be redirected to a secure payment page.,После нажатия на кнопку вы будете перенаправлены на защищённую страницу оплаты.,"Після натискання на кнопку, вас буде перенаправлено на захищену сторінку оплати.",Po kliknięciu na przycisk zostaniesz przekierowany na bezpieczną stronę płatności.,
orders.payment_options.paymaster.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail.,После успешной оплаты вы можете скачать билет на сайте или получить его по вашему адресу электронной почты.,"Після успішної оплати, ви можете завантажити квиток на сайті або отримати його за адресою вашої електронної скриньки.",Po dokonaniu płatności możesz pobrać swój bilet ze strony lub otrzymać bilet na adres e-mail.,
orders.payment_options.payu.pay,Pay,Оплатить,Сплатити,Zapłać,
orders.payment_options.payu.before_pay,After clicking the button you will be redirected to a secure payment page.,После нажатия на кнопку вы будете перенаправлены на защищённую страницу оплаты.,"Після натискання на кнопку, вас буде перенаправлено на захищену сторінку оплати.",Po kliknięciu na przycisk zostaniesz przekierowany na bezpieczną stronę płatności.,
orders.payment_options.payu.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail.,После успешной оплаты вы можете скачать билет на сайте или получить его по вашему адресу электронной почты.,"Після успішної оплати, ви можете завантажити квиток на сайті або отримати його за адресою вашої електронної скриньки.",Po dokonaniu płatności możesz pobrać swój bilet ze strony lub otrzymać bilet na adres e-mail.,
orders.payment_options.fondy.pay,Pay,Оплатить,Сплатити,,
orders.payment_options.fondy.before_pay,After clicking the button you will be redirected to a secure payment page.,После нажатия на кнопку вы будете перенаправлены на защищённую страницу оплаты.,"Після натискання на кнопку, вас буде перенаправлено на захищену сторінку оплати.",,
orders.payment_options.fondy.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail.,После успешной оплаты вы можете скачать билет на сайте или получить его по вашему адресу электронной почты.,"Після успішної оплати, ви можете завантажити квиток на сайті або отримати його за адресою вашої електронної скриньки.",,
orders.payment_options.liqpay.pay,Pay,Оплатить,Сплатити,Zapłać,ชำระเงิน
orders.payment_options.liqpay.before_pay,After clicking the button you will be redirected to a secure payment page.,После нажатия на кнопку вы будете перенаправлены на защищённую страницу оплаты.,"Після натискання на кнопку, вас буде перенаправлено на захищену сторінку оплати.",Po nacisnięciu na przycisk zostaniesz przekierowany na bezpieczną stronę serwisu dokonania płatności,หลังจากที่คลิกปุ่มนี้แล้ว คุณจะถูกนำไปยังหน้าการชำระเงินอันปลอดภัย
orders.payment_options.liqpay.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail,После успешной оплаты вы можете скачать билет на сайте или получить его по вашему адресу электронной почты.,"Після успішної оплати, ви можете завантажити квиток на сайті або отримати його за адресою вашої електронної скриньки.",Po pomyślnym dokonaniu płatności możesz pobrać bilet na stronie www lub dostać go na swój email.,หลังจากชำระเงินสำเร็จแล้ว คุณสามารถดาวน์โหลดตั๋วบนเว็บไซต์ หรือรับตั๋วได้จากอีเมลของคุณ
orders.payment_options.payler.pay,Pay,Оплатить,Сплатити,Zapłać,ชำระเงิน
orders.payment_options.payler.before_pay,After clicking the button you will be redirected to a secure payment page.,После нажатия на кнопку вы будете перенаправлены на защищённую страницу оплаты.,"Після натискання на кнопку, вас буде перенаправлено на захищену сторінку оплати.",Po nacisnięciu na przycisk zostaniesz przekierowany na bezpieczną stronę serwisu dokonania płatności,หลังจากที่คลิกปุ่มนี้แล้ว คุณจะถูกนำไปยังหน้าการชำระเงินอันปลอดภัย
orders.payment_options.payler.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail,После успешной оплаты вы можете скачать билет на сайте или получить его по вашему адресу электронной почты.,"Після успішної оплати, ви можете завантажити квиток на сайті або отримати його за адресою вашої електронної скриньки.",Po pomyślnym dokonaniu płatności możesz pobrać bilet na stronie www lub dostać go na swój email.,หลังจากชำระเงินสำเร็จแล้ว คุณสามารถดาวน์โหลดตั๋วบนเว็บไซต์ หรือรับตั๋วได้จากอีเมลของคุณ
orders.payment_options.payture.pay,Pay,Оплатить,Сплатити,Zapłać,ชำระเงิน
orders.payment_options.payture.before_pay,After clicking the button you will be redirected to a secure payment page.,После нажатия на кнопку вы будете перенаправлены на защищённую страницу оплаты.,"Після натискання на кнопку, вас буде перенаправлено на захищену сторінку оплати.",Po nacisnięciu na przycisk zostaniesz przekierowany na bezpieczną stronę serwisu dokonania płatności,หลังจากที่คลิกปุ่มนี้แล้ว คุณจะถูกนำไปยังหน้าการชำระเงินอันปลอดภัย
orders.payment_options.payture.after_pay,After completing payment you can download your ticket on the website or receive it in your e-mail,После успешной оплаты вы можете скачать билет на сайте или получить его по вашему адресу электронной почты.,"Після успішної оплати, ви можете завантажити квиток на сайті або отримати його за адресою вашої електронної скриньки.",Po pomyślnym dokonaniu płatności możesz pobrać bilet na stronie www lub dostać go na swój email.,หลังจากชำระเงินสำเร็จแล้ว คุณสามารถดาวน์โหลดตั๋วบนเว็บไซต์ หรือรับตั๋วได้จากอีเมลของคุณ
orders.waiting_confirmation.booking_waiting_for_confirmation,"We have received your order. Payment could be completed after receive of seats confirmation from bus transportation company. Please, wait for the call from our operator.",Ваш заказ принят. Оплату можно будет произвести после подтверждения наличия мест – ожидайте звонка нашего оператора.,Ваше замовлення прийнято. Оплату можна здійснити після підтвердження наявності місць – очікуйте на дзвінок нашого оператора.,Twoje zamówienie zostało zrealizowane. Opłata zostanie pobrana po akceptacji dostępności miejsc – oczekuj telefonu od naszego operatora.,ขณะนี้คุณได้ทำการจองแล้ว คุณสามารถชำระเงินได้หลังได้รับการยืนยันที่ว่างจากผู้ให้บริการ – รอรับการติดต่อจากเราได้เลยค่ะ
orders.pending_payments.invoices,Invoices,Выставленные счета,Виставлені рахунки,Faktury,ใบแจ้งหนี้
orders.pending_payments.paysbuy_cash.title,"PAYSBUY Co., Ltd.",,,,บริษัท เพย์สบาย จำกัด
orders.pending_payments.paysbuy_cash.address,"319 Chamchuri Square Building, 36 Floors, Phayathai Road, Pathumwan, Bangkok 10330 Thailand.",,,,319 อาคารจัตุรัสจามจุรี ชั้น 36 ถนนพญาไท แขวงปทุมวัน เขตปทุมวัน กทม. 10330
orders.pending_payments.paysbuy_cash.table_header.date,Date of transaction,,,,วันที่ทํารายการ
orders.pending_payments.paysbuy_cash.table_header.pay_to,Pay To,,,,ชําระให้แก่
orders.pending_payments.paysbuy_cash.table_header.phone,Contact No.,,,,เบอร์ติดต่อ
orders.pending_payments.paysbuy_cash.table_header.invoice,Invoice No.,,,,หมายเลขใบแจ้งหนี้
orders.pending_payments.paysbuy_cash.table_header.amount,Total Amount,,,,ยอดรวม
orders.pending_payments.paysbuy_cash.invoice_number,Invoice number:,,,,หมายเลขใบแจ้งหนี้
orders.pending_payments.paysbuy_cash.instructions.title,Payment instructions,,,,ขั้นตอนการชําระเงิน
orders.pending_payments.paysbuy_cash.instructions.notice_html,"For cash payment, please pay before 23.30pm on the day of your booking.<br/>If your departure is on the same day of booking, please pay for your booking within 3 (three) hours after booking and at least 4 (four) hours before your departure time. Failure to pay within the deadline will lead to automatic ticket cancellation. Please note that same-day bookings are non-refundable.<br/>After payment, please find for your e-ticket in your email. It is required that you bring your e-Ticket to the bus station. Payment slip or invoice do not represent your ticket and cannot be used for boarding.",,,,สำหรับการเดินทางภายในวันเดียวกับวันที่ทำการจองตั๋ว กรุณาชำระเงินภายในเวลา 3 ชั่วโมง หลังจากการจองตั๋วและอย่างน้อย 4 ชั่วโมงก่อนเวลาออกเดินทาง หากท่านไม่สามารถชำระเงินภายในเวลาที่กำหนด ตั๋วจะถูกยกเลิกโดยอัตโนมัติ หมายเหตุ หากท่านทำการชำระเงินหลังจากตั๋วถูกยกเลิกแล้ว ทางบริษัทขอสงวนสิทธิ์ในการขอคืนเงินในกรณีใดๆ<br/>ท่านจะได้รับ ตั๋วออนไลน์ ในอีเมลที่ท่านได้กรอกในระบบ หลังจากชำระเงิน กรุณานำตั๋วออนไลน์ไปติดต่อที่สถานีขนส่งก่อนออกเดินทาง ใบเสร็จการชำระเงินไม่สามารถใช้แทนตั๋วออนไลน์ได้ ต้องเป็นตั๋วออนไลน์ เท่านั้น
orders.pending_payments.paysbuy_cash.instructions.should_print,"Print out this document by clicking ""Print"" button above. (If button does not work, click File > Print in your web browser menu)",,,,กรุณาพิมพ์เอกสารใบสงซื้อ-โดยคลิก Print ดานล่าง (ถาไม่ได้คลิก File > Print)
orders.pending_payments.paysbuy_cash.instructions.scan,Ask cashier to scan the BARCODE or inform PAYCODE,,,,ให้แคชเชยีร์สแกน BARCODE หรือแจ้ง PAYCODE
orders.pending_payments.paysbuy_cash.instructions.digits,(12 digits),,,,(12 หลัก)
orders.pending_payments.paysbuy_cash.instructions.pay_within,Please pay today before 23.30 ICT (Bangkok) time,,,,กรุณาชำระเงินภายในวันที่
orders.pending_payments.paysbuy_cash.krungsri_atm,Click here to see how to pay at Krungsri ATM,,,,ดูวิธีการชาระเงินทีตู้ ATM ธนาคารกรุงศรี
orders.pending_payments.paysbuy_cash.pay_once,Pay at cashier of your choice only once and discard it.,,,,เลอืกชำระเงินที่แคชเชียร์ที่ท่านสะดวกเพียงแห่งเดยีวเทานั้น
orders.pending_payments.paysbuy_cash.pay_at_cenpay,Pay by cash at CenPay,,,,สำหรับการชำระเงินสดที่ CenPay
orders.pending_payments.paysbuy_cash.pay_at_7_eleven,Pay by Cash at 7-Eleven,,,,สำหรับการชำระเงินสดที่ 7-Eleven
orders.pending_payments.paysbuy_cash.rotate,Please rotate your device for better scanning,,,,Please rotate your device for better scanning
engine.popular_directions.title,Popular destinations from %{city_name},Популярные направления из города %{city_name},Популярні напрямки з міста %{city_name},Najpopularniejsze kierunki z miasta %{city_name},เส้นทางยอดนิยม
engine.popular_directions.internal,Domestic,Внутренние,Внутрішні,Krajowe,เส้นทางรถโดยสาร
engine.popular_directions.international,International,Международные,Міжнародні,Międzynarodowe,เส้นทางเรือเฟอร์รี่
auths.new.auth,Log-in,Авторизация,Авторизація,Autoryzacja,คำขออนุญาต
auths.new.auth_text,"To get access to our orders, please register by entering the phone number your provided at the time of booking","Чтобы получить доступ к заказам, сделанным ранее, авторизуйтесь по номеру телефона","Щоб отримати доступ до замовлень, зробленим раніше, авторизуйтесь за номером телефону","Aby uzyskać możliwość wglądu do zamówień złożonych wcześniej, należy dokonać autoryzacji poprzez wpisanie numeru telefonu.",เพื่อเข้าถึงคำสั่งซื้อที่คุณดำเนินการไว้ก่อนหน้า โปรดเข้าสู่ระบบด้วยหมายเลขโทรศัพท์
auths.new.your_phone_number,Your phone number,Ваш номер телефона,Ваш номер телефону,Twój numer telefonu,เบอร์โทรศัพท์มือถือ
auths.new.send_sms_with_code,Send SMS verification code,Отправить SMS с кодом,Надіслати SMS з кодом,Wyślij SMS z kodem,ส่ง SMS พร้อมรหัส
auths.edit.sms_sended_text_1,To the phone,На телефон,На телефон,Pod nr telefonu,ไปยังโทรศัพท์มือถือ
auths.edit.sms_sended_text_2,SMS verification code was sent to your phone number,отправлена SMS с кодом,надіслано SMS з кодом,został wysłany SMS z kodem,SMS พร้อมรหัส ถูกส่งแล้ว
auths.auth_form.your_phone_number,Your phone number,Ваш номер телефона,Ваш номер телефону,Twój numer telefonu,เบอร์โทรศัพท์มือถือ
auths.auth_form.send_sms_with_code,Send SMS verification code,Отправить SMS с кодом,Надіслати SMS з кодом,Wyślij SMS z kodem,ส่ง SMS พร้อมรหัส
auths.confirmation_form.sign_in,Log in,Войти,Увійти,Wejdź,เข้าสู่ระบบ
auths.confirmation_form.input_code,Enter code,Введите код,Введіть код,Wpisz kod,ป้อนรหัส
order_mailer.send_ticket.subject,Tickets %{direction} for %{date} (#%{order_ref}),Билеты %{direction} на %{date} (#%{order_ref}),Квитки %{direction} на %{date} (#%{order_ref}),Bilety%{direction} na %{date} (#%{order_ref}),ตั๋ว %{direction} สำหรับ %{date} (#%{order_ref})
order_mailer.send_booking_sheet.subject,Payment details,Реквизиты для оплаты билета,Реквізити для оплати квитків,Dane do dokonania płatności za bilet,ข้อมูลที่จำเป็นสำหรับการชำระค่าตั๋ว
carrier_mailer.contact_us.carrier_subject,Carrier would like to contact us,Перевозчик хочет связаться с нами,Перевізник хоче зв’язатися з нами,,ผู้ให้บริการเดินรถที่ต้องการติดต่อเรา
carrier_mailer.contact_us.agent_subject,Agent would like to contact us,Агент хочет связаться с нами,Агент хоче зв’язатися з нами,,ผู้ให้บริการเดินรถที่ต้องการติดต่อเรา
subscription_mailer.confirm.subject,Subscription confirmation,Подтверждение подписки на рассылку,Підтвердження підписки на розсилку,Potwierdzenie newslettera,ยืนยันการสมัครสมาชิก
helpers.submit.booking.update,Book,Забронировать,Забронювати,Zarezerwować,จอง
helpers.submit.carrier.create,Become our partner,Стать партнером,Стати партнером,Zostań partnerem,เป็นหุ้นส่วนทางธุรกิจของเรา
helpers.submit.delivery.create,-,Заказать доставку,Замовити доставку,-,-
helpers.submit.email_order.create,Send ticket,Отправить билет,Надіслати квиток,Wysłać bilet,ส่งตั๋ว
helpers.label.booking.phone,Phone number,Номер телефона,Номер телефону,Numer telefonu,เบอร์โทรศัพท์มือถือ
helpers.label.ddauth.phone,Phone number,Номер телефона,Номер телефону,Numer telefonu,เบอร์โทรศัพท์มือถือ
activerecord.attributes.auth.phone,Phone number,Номер телефона,Номер телефону,Numer telefonu,เบอร์โทรศัพท์มือถือ
activerecord.attributes.auth_confirmation.code,Code,Код,Код,Kod,รหัส
activerecord.attributes.booking.phone,Phone number,Номер телефона,Номер телефону,Numer telefonu,เบอร์โทรศัพท์มือถือ
activerecord.attributes.booking.ref,ID,Идентификатор,Ідентифікатор,Identyfikator,รหัสยืนยัน
activerecord.attributes.booking.order,Order,Заказ,Замовлення,Zamówienie,คำสั่งซื้อ
activerecord.attributes.booking.from,From,Откуда,Звідки,Skąd,จาก
activerecord.attributes.booking.to,To,Куда,Куди,Dokąd,ถึง
activerecord.attributes.booking.total,Amount,Сумма,Сума,Kwota,จำนวน
activerecord.attributes.booking.created_at,Created,Создан,Створено,Wygenerowany,สร้างเมื่อ
activerecord.attributes.booking.state,Status,Состояние,Стан,Stan,เงื่อนไข
activerecord.attributes.booking.ticket_till,Pay before,Оплата до,Оплата до,Płatność do dnia,ชำระเงินภายใน
activerecord.attributes.booking.true,When,Когда,,,
activerecord.attributes.booking.start_at,Departure,Отправление,,,
activerecord.attributes.booking/passengers.first_name,First name,Имя,Ім’я,Imię,ชื่อ
activerecord.attributes.booking/passengers.last_name,Last name,Фамилия,Прізвище,Nazwisko,นามสกุล
activerecord.attributes.booking/passengers.second_name,Patronymic,Отчество,Побатькові,Imię ojca,ชื่อสกุลบิดาหรือบรรพบุรุษ
activerecord.attributes.booking/passengers.document_type,ID,Удостоверение личности,Посвідчення особи,Dowód tożsamości,การระบุตัวตน
activerecord.attributes.booking/passengers.passport,Series and number,Серия и номер документа,Серія і номер документа,Seria i numer dokumentu,รุ่นและหมายเลข
activerecord.attributes.booking/passengers.passport_expire_date,Valid until,Действителен до,Дійсний до,Ważny do dnia,มีผลถึงวันที่
activerecord.attributes.booking/passengers.birthday,Date of birth,Дата рождения,Дата народження,Data urodzenia,วันเดือนปีเกิด
activerecord.attributes.booking/passengers.gender,Sex,Пол,Стать,Płeć,เพศ
activerecord.attributes.booking/passengers.citizenship,Nationality,Гражданство,Громадянство,Obywatelstwo,สัญชาติ
activerecord.attributes.passenger.ref,ID,Идентификатор,Ідентифікатор,Identyfikator,รหัสบัตรประชาชน
activerecord.attributes.passenger.order,Order,Заказ,Замовлення,Zamówienie,คำสั่งซื้อ
activerecord.attributes.passenger.birthday,Date of birth,Дата рождения,Дата народження,Data urodzenia,วันเดือนปีเกิด
activerecord.attributes.passenger.passport,Series and number,Серия и номер документа,Серія і номер документа,Seria i numer dokumentu,รุ่นและหมายเลข
activerecord.attributes.passenger.first_name,First name,Имя,Ім’я,Imię,ชื่อ
activerecord.attributes.passenger.last_name,Last name,Фамилия,Прізвище,Nazwisko,นามสกุล
activerecord.attributes.passenger.second_name,Patronymic,Отчество,Побатькові,Imię ojca,ชื่อสกุล
activerecord.attributes.passenger.document_type,ID,Удостоверение личности,Посвідчення особи,Dowód tożsamości,การระบุตัวตน
activerecord.attributes.passenger.passport_expire_date,Valid until,Действителен до,Дійсний до,Ważny do dnia,มีผลถึงวันที่
activerecord.attributes.passenger.gender,Sex,Пол,Стать,Płeć,เพศ
activerecord.attributes.passenger.citizenship,Nationality,Гражданство,Громадянство,Obywatelstwo,สัญชาติ
activerecord.attributes.carrier.company,Company name,Название компании,Назва компанії,Nazwa firmy,ชื่อบริษัท
activerecord.attributes.carrier.contact_person,Contact person,Контактное лицо,Контактна особа,Osoba kontaktowa,บุคคลที่ติดต่อได้
activerecord.attributes.carrier.phone,Phone,Телефон,Телефон,Numer telefonu,เบอร์โทรศัพท์มือถือ
activerecord.attributes.carrier.seating_messages.unassigned_seats,There is free seating on this route. You can choose a seat at departure.,На данном рейсе действует свободная посадка. Выбрать место вы сможете при отправлении.,На даному рейсі діє вільна посадка. Вибрати місце ви зможете при відправленні.,Nie ma przydziału miejsc na tej trasie. Możesz wybrac miejsce przy wejściu do autobusu.,ลูกค้าไม่สามารถเลือกที่นั่งล่วงหน้าได้สำหรับเที่ยวเดินทางนี้ ท่านที่ไปถึงก่อนจะมีสิทธิ์เลือกก่อน
activerecord.attributes.carrier.seating_messages.guaranteed_seats,Selected seat guaranteed to be yours!,Выбранное место гарантированно будет ваше!,Вибране місце гарантовано буде ваше!,Gwarantujemy wybrane przez Ciebie miejsce siedzące!,รับรองได้ที่นั่งที่คุณเลือกแน่/นอน !
activerecord.attributes.delivery.last_name,-,Фамилия,Прізвище,-,-
activerecord.attributes.delivery.first_name,-,Имя,Ім’я,-,-
activerecord.attributes.delivery.middle_name,-,Отчество,Побатькові,-,-
activerecord.attributes.delivery.city,-,Город доставки,Місто доставки,-,-
activerecord.attributes.delivery.street,-,Улица,Вулиця,-,-
activerecord.attributes.delivery.warehouse,-,Отделение,Отеделенія,-,-
activerecord.attributes.delivery.building_number,-,Дом,Будинок,-,-
activerecord.attributes.delivery.flat,-,Квартира,Квартира,-,-
activerecord.attributes.delivery.comment,-,Комментарий,Коментарі,-,-
activerecord.attributes.delivery.date,-,Дата доставки,Дата доставки,-,-
activerecord.attributes.delivery.preffered_date,Preferred delivery date,Желаемая дата доставки,Бажана дата доставки,-,-
activerecord.attributes.delivery.phone,Phone,Телефон,Телефон,-,-
activerecord.attributes.order.phone,Phone number,Телефон,Номер телефону,Numer telefonu,เบอร์โทรศัพท์มือถือ
activerecord.attributes.order.name,Full name,,,,ชื่อเต็ม
activerecord.attributes.order.ref,Number,Номер,,,
activerecord.attributes.order.customer,Customer,Покупатель,,,
activerecord.attributes.order.state,State,Состояние,,,
activerecord.attributes.order.domain,Domain,Домен,,,
activerecord.attributes.order.billing_code,Billing code,Код оплаты,,,
activerecord.attributes.order.from,From,Откуда,,,
activerecord.attributes.order.to,To,Куда,,,
activerecord.attributes.order.created_at,Created at,Создан,,,
activerecord.attributes.order.promo_code,Promo code,Промо код,Промо код,Kod promocyjny,รหัสส่วนลด
activerecord.attributes.order.referral_phone,Referral code,Телефон пригласившего,"Телефон того, хто вас запросив","Numer telefonu osoby, która cię zaprosiła",รหัสอ้างอิง
activerecord.attributes.order.delivery_contact_person,Contact person,,,,ชื่อผู้รับ
activerecord.attributes.order.delivery_contact_phone,Contact phone,,,,เบอร์โทรศัพท์ติดต่อ
activerecord.attributes.order.delivery_date,Preferred date,,,,วันที่สะดวกรับของ
activerecord.attributes.order.delivery_time,Preferred time,,,,เวลาที่สะดวกรับของ
